"CUSTOMER_ID","F_NAME","L_NAME","CUST_ZIP","VALIDITY","GENDER","CHURN_FLAG","CUS_LONG","CUS_LAT"
"138195","Lloyd","Blevins","14743","(2013-09-04, 9999-12-31)","M ","Y","-78.396009","42.211871"
"43760","Toni","Raymond","41774","(2014-02-01, 9999-12-31)","F ","N","-83.139618","37.142745"
"155365","Kendrick","Novak","78235","(2012-08-08, 9999-12-31)","M ","Y","-98.443874","29.345246"
"36113","Ezra","Dunn","25443","(2015-02-25, 9999-12-31)","M ","N","-77.817226","39.443745"
"175084","Louie","Hendrix","74459","(2012-07-24, 9999-12-31)","M ","Y","-95.492198","35.534348"
"42149","Mae","Mcclain","80305","(2010-03-10, 9999-12-31)","F ","N","-105.248158","39.975334"
"220089","Chester","Fry","99774","(2010-02-08, 9999-12-31)","M ","Y","-149.080314","66.023707"
"19881","Omar","Fernandez","56685","(2013-01-10, 9999-12-31)","M ","N","-94.531271","48.238688"
"190643","Bianca","Knox","53516","(2011-02-13, 9999-12-31)","F ","Y","-89.873505","42.796952"
"82525","Marilyn","Madden","63381","(2014-12-18, 9999-12-31)","F ","N","-91.253305","38.986402"
"80914","Angelique","Norman","46322","(2011-03-30, 9999-12-31)","F ","N","-87.457616","41.546622"
"137053","Cyrus","Johns","41777","(2013-02-13, 9999-12-31)","M ","Y","-83.25644","37.072378"
"98084","Caleb","Haney","60940","(2011-08-08, 9999-12-31)","M ","Y","-87.642858","41.249777"
"204795","Deidre","Mclaughlin","93428","(2015-03-10, 9999-12-31)","F ","Y","-121.041461","35.585018"
"34298","Adrian","Cooper","62923","(2015-04-15, 9999-12-31)","M ","N","-89.016004","37.346432"
"50061","Melisa","Mays","56658","(2013-07-09, 9999-12-31)","F ","N","-93.842401","48.063342"
"9012","Jacklyn","Murray","36852","(2015-09-21, 9999-12-31)","F ","N","-85.292494","32.757181"
"27793","Deana","Beltran","51576","(2010-04-13, 9999-12-31)","F ","N","-95.714924","41.382876"
"12030","Jaime","Robles","63460","(2010-10-16, 9999-12-31)","F ","N","-92.207897","39.999269"
"67231","Heather","Scott","23460","(2011-06-16, 9999-12-31)","F ","Y","-76.028412","36.807977"
"204122","Leon","Galloway","19605","(2014-07-22, 9999-12-31)","M ","Y","-75.943197","40.39791"
"134973","Juana","Walls","80620","(2011-12-08, 9999-12-31)","F ","Y","-104.717482","40.373756"
"43821","Ezra","Moody","27016","(2012-08-28, 9999-12-31)","M ","N","-80.218816","36.447462"
"107138","Jayson","Ware","23109","(2013-04-28, 9999-12-31)","M ","Y","-76.332511","37.432747"
"66558","Bethany","Becker","29536","(2011-10-14, 9999-12-31)","F ","Y","-79.373048","34.419502"
"25713","Vivian","Nicholson","14033","(2015-02-17, 9999-12-31)","F ","N","-78.692124","42.654382"
"69576","Russell","Velasquez","33523","(2013-05-06, 9999-12-31)","M ","Y","-82.221022","28.41852"
"195068","Latasha","Baxter","02894","(2010-05-18, 9999-12-31)","F ","Y","-71.703238","41.444477"
"112032","Janis","Goodman","77306","(2015-05-25, 9999-12-31)","F ","Y","-95.312397","30.28584"
"198086","Lemuel","Ross","78015","(2014-04-06, 9999-12-31)","M ","Y","-98.651509","29.742957"
"39192","Geraldo","Hinton","59755","(2013-03-15, 9999-12-31)","M ","N","-111.913739","45.325321"
"40803","Conrad","Moran","47874","(2013-11-26, 9999-12-31)","M ","N","-87.270746","39.628499"
"109483","Garland","Mcgee","16803","(2012-02-27, 9999-12-31)","M ","Y","-77.899659","40.801651"
"125246","Rubin","Hebert","56088","(2011-02-28, 9999-12-31)","M ","Y","-94.443294","43.824262"
"84197","Trudy","Burnett","17081","(2013-06-30, 9999-12-31)","F ","Y","-77.283453","40.20102"
"99960","Danny","Pineda","14893","(2011-01-03, 9999-12-31)","M ","Y","-77.107721","42.467714"
"1100062","Penny","Torres","90266","(2011-11-09, 9999-12-31)","F ","N","-118.402127","33.889151"
"123166","Tyrone","Stevenson","23937","(2010-10-19, 9999-12-31)","M ","Y","-78.512503","36.945141"
"106934","Deanne","Combs","56043","(2011-07-03, 9999-12-31)","F ","Y","-93.222394","43.649401"
"98349","Maude","Greer","39046","(2015-04-08, 9999-12-31)","F ","Y","-89.983933","32.632163"
"17393","Conrad","Meadows","72108","(2013-08-09, 9999-12-31)","M ","N","-91.066022","34.687786"
"25509","Harriett","Kennedy","02790","(2010-01-29, 9999-12-31)","F ","N","-71.082371","41.599176"
"77019","Kurtis","Knapp","30631","(2014-05-10, 9999-12-31)","M ","N","-82.875272","33.559319"
"115988","Molly","Wiley","83825","(2011-02-27, 9999-12-31)","F ","Y","-116.594634","48.245783"
"122493","Robert","Jordan","42565","(2011-06-12, 9999-12-31)","M ","Y","-84.889276","37.158976"
"220150","Domenic","Mosley","16927","(2013-06-09, 9999-12-31)","M ","Y","-77.658709","41.958712"
"202307","Dollie","Hull","37180","(2012-04-01, 9999-12-31)","F ","Y","-86.586661","35.606468"
"3710","Lynnette","Flynn","98580","(2010-12-02, 9999-12-31)","F ","N","-122.521882","46.998953"
"47573","Pat","Roach","66092","(2010-10-14, 9999-12-31)","F ","N","-95.097953","38.7015"
"105792","Kendrick","Townsend","85383","(2011-04-16, 9999-12-31)","M ","Y","-112.25197","33.807403"
"65212","Olive","Nichols","51556","(2013-11-19, 9999-12-31)","F ","N","-96.029262","41.641709"
"173534","Tyson","Clements","93313","(2011-07-16, 9999-12-31)","M ","Y","-119.046322","35.16319"
"3506","Cecilia","Parker","11030","(2015-04-12, 9999-12-31)","F ","N","-73.688549","40.793409"
"190704","Dalton","Raymond","14564","(2011-02-14, 9999-12-31)","M ","Y","-77.43436","42.986699"
"88418","Kate","Harvey","73041","(2011-08-12, 9999-12-31)","F ","Y","-98.876115","35.042288"
"132016","Lenore","Combs","44429","(2011-11-26, 9999-12-31)","F ","Y","-80.979645","41.097137"
"35297","Gordon","Kennedy","20198","(2012-06-17, 9999-12-31)","M ","N","-77.744644","38.884182"
"62194","Jenna","Garrett","95724","(2012-07-29, 9999-12-31)","F ","N","-120.328125","39.311704"
"128794","Edgar","Hardin","43527","(2015-06-23, 9999-12-31)","M ","Y","-84.157502","41.246109"
"141070","Isabella","Carey","04260","(2012-05-08, 9999-12-31)","F ","Y","-70.296011","43.957508"
"168232","Patrice","Hooper","29614","(2012-03-10, 9999-12-31)","F ","Y","-82.363149","34.873771"
"228531","Broderick","Simmons","08810","(2014-06-24, 9999-12-31)","M ","Y","-74.491018","40.368288"
"106526","Tara","Rush","56093","(2011-11-21, 9999-12-31)","F ","Y","-93.519385","44.05857"
"29261","Erwin","Trevino","55431","(2013-05-10, 9999-12-31)","M ","N","-93.312602","44.824534"
"36235","Ricardo","Scott","44125","(2010-11-04, 9999-12-31)","M ","N","-81.609466","41.405687"
"72186","Amalia","Hutchinson","78757","(2010-10-14, 9999-12-31)","F ","Y","-97.732571","30.351538"
"103977","Deirdre","Boyd","44839","(2011-01-05, 9999-12-31)","F ","Y","-82.55682","41.380747"
"1895","Herminia","Cooper","15472","(2012-07-09, 9999-12-31)","F ","N","-79.716851","39.919373"
"56423","Lena","Graham","62849","(2010-04-01, 9999-12-31)","F ","N","-88.773698","38.58494"
"184933","Shelton","Joyce","93101","(2012-03-25, 9999-12-31)","M ","Y","-119.709166","34.418979"
"205590","Juana","Lester","65083","(2014-09-17, 9999-12-31)","F ","Y","-92.446459","38.140896"
"92374","Erika","Aguilar","35459","(2012-04-17, 9999-12-31)","F ","Y","-88.275851","32.791636"
"135768","Brant","Hodges","19931","(2010-11-21, 9999-12-31)","M ","Y","-75.623043","38.573968"
"134830","Herman","Parker","56113","(2012-05-25, 9999-12-31)","M ","Y","-96.153168","44.395415"
